Manufacturer,Disc Model,Max Weight,Diameter,Height,Rim Depth,Inside Rim Diameter,Rim Thickness,Rim Configuration,Flexibility,Class,Max Weight Vint (gr),Last Year Production,Certification Number,Approved Date
Prodigy Disc,D2,174.3,21,1.9,1.2,16.3,2.3,30.5,11.34,,,,13-02,1-Jan-13
Prodigy Disc,D3,174.3,21,1.7,1.2,16.3,2.3,30.25,12.02,,,,13-03,1-Jan-13
Prodigy Disc,D4,174.3,21,1.9,1.2,16.3,2.3,30,12.13,,,,13-04,1-Jan-13
Eurodisc,Delivery,174.3,21,2,1.4,19,1,59,9.52,,,,Dec-60,11-Dec-12
Eurodisc,Transition,176.8,21.3,1.9,1.3,18.7,1.3,46,9.98,,,,Dec-61,11-Dec-12
Eurodisc,Transporter,175.1,21.1,1.7,1.2,17.5,1.8,28,10.43,,,,Dec-62,11-Dec-12
Dynamic Discs,Escape,175.1,21.1,2,1.1,17.1,2,27.75,10.32,,,,Dec-56,7-Dec-12
Dynamic Discs,Fugitive,180.9,21.8,2.1,1.3,19.1,1.4,39,7.82,,,,Dec-57,7-Dec-12
Dynamic Discs,Judge,176,21.2,2,1.5,18.9,1.1,58.25,4.2,,,,Dec-58,7-Dec-12
Dynamic Discs,Trespass,175.1,21.1,1.9,1.1,16.7,2.1,26.25,10.32,,,,Dec-59,7-Dec-12
Innova Champion Discs,Tern,175.1,21.1,1.7,1.1,16.6,2.3,28.5,11.91,,,,Dec-55,3-Dec-12
Legacy Discs,Patriot,176,21.2,1.8,1.1,17.6,1.8,28.25,12.02,,,,Dec-53,28-Nov-12
MVP Disc Sports,Amp,174.3,21,1.7,1.1,17.2,1.9,26,11,,,,Dec-51,14-Nov-12
Discraft,Zombee (Ace Race 2012),179.3,21.6,2.1,1.2,18.4,1.6,34.75,10.77,,,,Dec-50,13-Nov-12
Legacy Discs,Rival,176.8,21.3,2,1.2,17.8,1.8,29.25,11.11,,,,Nov-54,2-Nov-12
Vibram Disc Golf,Lace,174.3,21,1.8,1.1,16.2,2.4,28.5,8.05,,,,Dec-47,30-Oct-12
Westside Golf Discs,King VIP Air (VIP Air Pohjolan Isäntä1),176,21.2,1.8,1.1,16.5,2.3,29.25,8.39,,,,Dec-43,30-Oct-12
Westside Golf Discs,Stag (Hiiden Hirvi1),176,21.2,1.8,1.2,17.4,1.9,29.25,9.3,,,,Dec-40,30-Oct-12
Westside Golf Discs,Tursas (Tursas1),180.1,21.7,1.7,1.3,18.9,1.4,42.5,7.82,,,,Dec-41,30-Oct-12
Westside Golf Discs,Underworld (Manala1),176.8,21.3,1.8,1.2,17.4,1.9,30.25,8.39,,,,Dec-42,30-Oct-12
Rip Disc Golf,Ballistic,175.1,21.1,2,1.2,16.4,2.4,33.25,11.45,,,,Dec-38,19-Sep-12
ABC Discs,Bee Line,175.1,21.1,1.6,1.1,16.2,2.5,26.25,8.39,,,,Dec-36,12-Sep-12
Discmania,"TD2 (Fever, Turn Driver)",175.1,21.1,1.6,1.1,16.9,2.1,30.25,10.77,,,,Dec-37,12-Sep-12
Prodiscus,Slaidi,175.1,21.1,2,1.2,16.8,2.2,30.5,7.71,,,,Dec-35,12-Sep-12
Latitude 64,Ruby,178.5,21.5,1.9,1.4,19.5,1,69,3.86,,,,Dec-34,2-Jul-12
MVP Disc Sports,Volt,175.1,21.1,1.6,1.1,17.1,2,28.25,10.09,,,,Dec-33,2-Jul-12
Latitude 64,Pearl,179.3,21.6,1.8,1.2,19.2,1.2,49.25,4.2,,,,Dec-32,27-Jun-12
Vibram Disc Golf,Obex,178.5,21.5,2.1,1.2,18.9,1.3,41,4.54,,,,26-Dec,27-Jun-12
Daredevil Discs,Bigfoot,175.1,21.1,1.6,1.1,16.1,2.5,26,6.69,,,,29-Dec,5-Jun-12
Daredevil Discs,Yeti,175.1,21.1,1.6,1.1,16.1,2.5,26,8.05,,,,30-Dec,5-Jun-12
Latitude 64,Mercy,176,21.2,2.1,1.5,19.1,1.1,61.5,7.94,,,,24-Dec,20-May-12
Latitude 64,Saint,176,21.2,1.9,1.2,17.4,1.9,29.25,8.85,,,,25-Dec,20-May-12
Millennium Golf Discs,Scorpius,175.1,21.1,1.7,1.2,16.3,2.4,26.25,9.41,,,,23-Dec,20-May-12
Legacy Discs,Ghost,180.1,21.7,2,1.3,19.3,1.2,42.75,5.44,,,,22-Dec,13-May-12
CHING Sports,Supreme Genesis,176,21.2,1.8,1.1,16.8,2.2,27.75,8.51,,,,21-Dec,2-May-12
Innova Champion Discs,Krait,176,21.2,2.3,1.2,16.6,2.3,30.25,12.13,,,,20-Dec,2-May-12
Crosslap Disc Golf Parks,Lucky,180.1,21.7,1.7,1.3,19.1,1.3,43.5,5.33,,,,18-Dec,22-Apr-12
Gateway Disc Sports,Samurai,175.1,21.1,1.8,1.2,16.5,2.3,29.25,11.57,,,,19-Dec,22-Apr-12
Latitude 64,Villain,175.1,21.1,1.7,1.2,16.8,2.1,28,10.41,,,,Dec-63,1-Apr-12
Skyquest Discs,L13 (retooled),175.1,21.1,1.5,1.1,16.9,2.1,26.75,6.35,,,,17-Dec,25-Mar-12
Westside Golf Discs,Giant (Vipunen1),175.1,21.1,1.7,1.2,16.6,2.3,29.25,10.89,,,,16-Dec,25-Mar-12
Gateway Disc Sports,Karma,181.8,21.9,1.9,1.1,19.1,1.4,42.5,12.25,,,,13-Dec,18-Mar-12
Gateway Disc Sports,Mystic,180.9,21.8,1.9,1.1,18.8,1.5,49.75,12.02,,,,Dec-64,18-Mar-12
Legacy Discs,Clozer,176,21.2,2.1,1.4,19.4,0.9,58.25,8.73,,,,10-Dec,14-Feb-12
Disc Golf Association,Undertow (ProLine),178.5,21.5,1.6,1.2,17.3,2.1,28.25,10.77,,,,12-Dec,12-Feb-12
Disc Golf Association,Undertow (SP-line),177.6,21.4,1.8,1.2,17.2,2.1,28.25,12.02,,,,9-Dec,3-Feb-12
Daredevil Discs,Sasquatch,174.3,21,1.7,1.1,16,2.5,26.5,11.23,,,,8-Dec,29-Jan-12
Innova Champion Discs,Dominator,175.1,21.1,1.4,1.1,16.2,2.4,27.75,11.45,,,,6-Dec,22-Jan-12
Innova Champion Discs,Mamba,175.1,21.1,1.7,1.1,16.9,2.1,27.5,8.48,,,,7-Dec,22-Jan-12
MVP Disc Sports,Anode,174.3,21,2.1,1.4,18.9,1.1,54,6.8,,,,5-Dec,15-Jan-12
EMSCO Group,ESP Driver,176,21.2,2.5,1.2,16.2,2.5,30.5,8.05,,,,2-Dec,8-Jan-12
EMSCO Group,ESP Midrange,178.5,21.5,2.5,1.2,18.8,1.3,29,7.14,,,,3-Dec,8-Jan-12
EMSCO Group,ESP Putter,174.3,21,2.7,1.4,19,1,56,7.37,,,,4-Dec,8-Jan-12
Legacy Discs,Clutch,176,21.2,2,1.4,19.4,0.9,49.5,6.92,,,,1-Dec,2-Jan-12
Westside Golf Discs,Warship (Pursi1),180.1,21.7,2.1,1.3,18.9,1.4,31,8.05,,,,Nov-47,11-Dec-11
Discraft,Zeppelin (Ace Race 2011),183.4,22.1,2,1.5,20.3,0.9,62,8.39,,,,Nov-43,27-Nov-11
Discmania,"FD (Jackal, Fairway Driver)",176,21.2,1.8,1.1,17.5,1.8,34.75,9.53,,,,Nov-41,13-Nov-11
Innova Champion Discs,Lycan,180.9,21.8,2.1,1.4,18.8,1.5,49.75,10.09,,,,Nov-42,13-Nov-11
Legacy Discs,Cannon,175.1,21.1,1.8,1.2,16.1,2.5,26,10.43,,,,Nov-39,25-Oct-11
Prodiscus,Legenda,174.3,21,1.5,1.1,16.3,2.4,26.75,5.44,,,,Nov-38,25-Oct-11
Skyquest Discs,L13,176,21.2,1.5,1.1,17,2.1,26.75,6.46,,,,Nov-40,25-Oct-11
Innova Champion Discs,TeeDevil,176,21.2,1.6,1.2,16.4,2.4,28.5,11.79,,,,Nov-37,14-Aug-11
MVP Disc Sports,Axis,180.9,21.8,2.1,1.3,19.2,1.3,43.75,7.37,,,,Nov-34,15-Jul-11
Prodiscus,Midari,179.3,21.6,1.8,1.5,18.8,1.4,37.5,4.88,,,,Nov-33,15-Jul-11
Legacy Discs,Rampage,175.1,21.1,1.8,1.2,16.1,2.5,26,10.55,,,,Nov-32,14-Jul-11
Millennium Golf Discs,Quasar,176,21.2,1.6,1.2,16.2,2.5,27.25,12.13,,,,Nov-31,14-Jul-11
Crosslap Disc Golf Parks,Credo,180.1,21.7,2,1.6,19.3,1.2,49.75,7.26,,,,30-Nov,26-Jun-11
Vibram Disc Golf,Sole,176,21.2,2.3,1.5,19.2,1,58.75,5.1,,,,29-Nov,24-Jun-11
Gateway Disc Sports,Slayer,174.3,21,1.7,1.2,16.4,2.3,30,9.75,,,,18-Nov,23-Jun-11
Ferris State University,Imagine,191.7,23.1,2.9,1.4,21.8,0.6,73,3.4,,,,Nov-35,22-Jun-11
Millennium Golf Discs,Astra,175.1,21.1,1.5,1.2,16.7,2.2,28.25,8.28,,,,24-Nov,17-Jun-11
Discraft,Nuke OS,176,21.2,1.6,1.2,16.2,2.5,30.75,8.16,,,,23-Nov,9-Jun-11
Skyiron,Flagship,178.5,21.5,1.3,1.1,17.2,2.2,26.25,9.98,,,,22-Nov,7-Jun-11
Vibram Disc Golf,Trak,174.3,21,1.7,1.2,17.2,1.9,33.25,6.12,,,,21-Nov,26-May-11
Latitude 64,Bolt,175.1,21.1,1.7,1.1,16.4,2.4,27.75,10.09,,,,20-Nov,17-May-11
Westside Golf Discs,Sword (Kalevan Miekka1),176,21.2,1.8,1.2,16.8,2.2,28.75,9.41,,,,19-Nov,6-May-11
Rip Disc Golf,Graboide,176,21.2,2.5,1.7,18.6,1.3,73,7.94,,,,16-Nov,11-Apr-11
Rip Disc Golf,Relic,176,21.2,2.4,1.7,18.6,1.3,76.5,8.51,Vintage Class,142,,17-Nov,11-Apr-11
Discraft,Nuke SS,176,21.2,1.5,1.1,16.2,2.5,28.75,9.98,,,,15-Nov,7-Apr-11
Latitude 64,Diamond,175.1,21.1,1.4,1.1,17.4,1.8,30,6.92,,,,14-Nov,21-Mar-11
Skyquest Discs,Medusa,176,21.2,1.5,1.1,17,2.1,29.25,5.33,,,,13-Nov,21-Mar-11
Westside Golf Discs,Boatman (Tuonelan Lautturi1),177.6,21.4,1.9,1.3,17,2.2,29.5,10.32,,,,12-Nov,21-Mar-11
Innova Champion Discs,Archon,175.1,21.1,1.7,1.2,16.6,2.3,28.25,11.45,,,,11-Nov,9-Mar-11
Prodiscus,Respecti,174.3,21,1.8,1.3,17.2,1.9,33.25,7.03,,,,10-Nov,9-Mar-11
Disc Golf Association,Hurricane (SP Line),175.1,21.1,1.8,1.2,16.5,2.3,27,10.21,,,,8-Nov,24-Feb-11
Disc Golf Association,Titanic (D-Line),174.3,21,2,1.5,19,1,63.5,8.28,,,,9-Nov,24-Feb-11
Vibram Disc Golf,Ibex,178.5,21.5,2.4,1.3,18.9,1.3,46.25,7.14,,,,6-Nov,24-Feb-11
Vibram Disc Golf,Trek,174.3,21,1.8,1.1,17.2,1.9,30.75,6.24,,,,7-Nov,24-Feb-11
Innova Champion Discs,Ape,175.1,21.1,1.5,1.2,16.2,2.4,27.75,12.13,,,,4-Nov,18-Feb-11
"Wham-O, Inc.",Fairway Driver (old),175.1,21.1,1.6,1.2,17.1,2,26,10.87,,,,5-Nov,18-Feb-11
Gateway Disc Sports,Scout (new),180.9,21.8,2.1,1.1,19,1.4,58.75,9.41,,,,3-Nov,26-Jan-11
Latitude 64,Havoc,175.1,21.1,1.7,1.1,16.6,2.3,28,12.02,,,,2-Nov,10-Jan-11
Latitude 64,Pain,180.1,21.7,2,1.4,18.9,1.4,40.75,9.98,,,,1-Nov,10-Jan-11
MVP Disc Sports,Vector,180.1,21.7,2.1,1.3,19.1,1.3,36.5,4.99,,,,Oct-42,18-Dec-10
Innova Champion Discs,Vulcan,176,21.2,1.4,1.1,16.4,2.4,27.25,11,,,,Oct-39,9-Dec-10
Innova Champion Discs,Wedge,176,21.2,1.7,1.2,19.2,1,47.25,4.99,,,,Oct-41,9-Dec-10
Discmania,"PD2 (Chaos, Power Driver)",175.1,21.1,1.9,1.2,16.4,2.4,27.25,12.25,,,,Oct-40,3-Dec-10
Discraft,Hornet (Ace Race 2010),178.5,21.5,1.9,1.3,18.9,1.3,41.5,7.94,,,,Oct-38,19-Nov-10
Innova Champion Discs,Wahoo,174.3,21,2,1.2,16.1,2.4,33.25,10.21,,,,Oct-37,19-Nov-10
Westside Golf Discs,King (Pohjolan Isäntä1),175.1,21.1,1.9,1.1,16.5,2.3,29.25,10.55,,,,Oct-36,16-Nov-10
Latitude 64,Flow,175.1,21.1,1.8,1.2,16.8,2.2,27.75,11.11,,,,Oct-35,27-Oct-10
Prodiscus,Jokeri,176.8,21.3,1.8,1.5,19,1.1,54,6.92,,,,Oct-34,27-Oct-10
Westside Golf Discs,"Swan (retooled, Tuonelan Joutsen1)",175.1,21.1,1.9,1.4,19,1.1,55.75,7.82,,,,Oct-32,12-Oct-10
DKG Disc Sports,Boom,174.3,21,2.1,1.2,15.7,2.6,27.25,11.57,,,,27-Oct,3-Sep-10
DKG Disc Sports,Kraken,174.3,21,2.1,1.2,15.9,2.5,28.25,11.11,,,,28-Oct,3-Sep-10
DKG Disc Sports,Merc,174.3,21,2,1.1,15.7,2.6,26.25,11.91,,,,29-Oct,3-Sep-10
DKG Disc Sports,Protégé,174.3,21,2,1.2,15.7,2.6,28.5,12.02,,,,30-Oct,3-Sep-10
DKG Disc Sports,Tempest,174.3,21,2,1.3,16,2.5,26.75,12.13,,,,31-Oct,3-Sep-10
Vibram Disc Golf,Ascent,175.1,21.1,1.6,1.2,17.3,1.9,30,4.42,,,,26-Oct,23-Aug-10
Discmania,"DD2 (Frenzy, Distance Driver)",176,21.2,1.5,1.1,16.2,2.5,26,8.28,,,,24-Oct,18-Aug-10
Disc Golf Association,Hurricane (Proline),175.1,21.1,1.6,1.2,16.5,2.3,27,12.02,,,,23-Oct,3-Aug-10
ABC Discs,Mission,180.9,21.8,2,1.4,19.4,1.2,39.25,6.12,,,,22-Oct,27-Jul-10
Discraft,Z-Nuke (retooled),175.1,21.1,1.6,1.2,16.1,2.5,28.25,11.45,,,,20-Oct,21-Jun-10
"Discwing, Ltd.",Fluent,176,21.2,1.7,1.2,17.8,1.7,29.75,3.74,,,,17-Oct,3-Jun-10
"Discwing, Ltd.",Mark,175.1,21.1,2.2,1.6,19.1,1,70,3.97,,,,18-Oct,3-Jun-10
"Discwing, Ltd.",Vantage,175.1,21.1,1.8,1.2,18.1,1.5,33,4.2,,,,19-Oct,3-Jun-10
Latitude 64,River,178.5,21.5,1.9,1.2,17.8,1.8,30.5,9.07,,,,16-Oct,2-Jun-10
Westside Golf Discs,Swan (Tuonelan Joutsen1),175.1,21.1,2,1.4,19,1.1,58.5,5.44,,,,15-Oct,1-Jun-10
ABC Discs,Flying Squirrel,181.8,21.9,2,1.4,19.4,1.3,30.75,3.52,,,,13-Oct,29-May-10
ABC Discs,Secret Weapon,175.1,21.1,2,1.1,17.3,1.9,26.75,7.26,,,,14-Oct,29-May-10
CHING Sports,Fusion Genesis,176.8,21.3,1.4,1.1,16.9,2.2,30,9.3,,,,11-Oct,27-May-10
CHING Sports,Fusion Legacy,176.8,21.3,1.7,1.1,18.7,1.3,42,7.6,,,,12-Oct,27-May-10
ABC Discs,Gamma Ray,174.3,21,1.8,1.3,17.1,1.9,29.75,11.68,,,,7-Oct,9-Apr-10
ABC Discs,Money,174.3,21,2.2,1.7,19,1,56.5,11.11,,,,8-Oct,9-Apr-10
Gateway Disc Sports,Warrior (new),182.6,22,1.9,1.2,19.3,1.4,42.5,4.76,,,,9-Oct,9-Apr-10
Discmania,"MD2 (Fiend, Midrange Driver)",180.1,21.7,2,1.4,19,1.4,43.75,6.92,,,,5-Oct,4-Apr-10
Discmania,"TD (Rush, Turn Driver)",176,21.2,1.6,1.1,17.3,1.9,27.5,8.05,,,,6-Oct,4-Apr-10
DKG Disc Sports,Hail Mary,174.3,21,2.1,1.6,16.6,2.2,26.5,12.02,,,,1-Oct,4-Apr-10
DKG Disc Sports,Miracle,174.3,21,2.2,1.6,17.2,1.9,40.75,11.11,,,,3-Oct,4-Apr-10
DKG Disc Sports,Wing & A Prayer,174.3,21,2.2,1.6,17,2,26.75,11.91,,,,2-Oct,4-Apr-10
Latitude 64,Fuse,181.8,21.9,2.1,1.3,19.3,1.3,42.5,8.28,,,,4-Oct,4-Apr-10
Latitude 64,Halo,176,21.2,1.4,1.1,16.3,2.4,26.25,11.11,,,,30-Sep,3-Dec-09
Vibram Disc Golf,Ridge,175.1,21.1,2,1.6,19.3,0.9,61.25,8.05,,,,28-Sep,3-Dec-09
Westside Golf Discs,Northman (Pohjan Poika1),178.5,21.5,1.7,1.1,17.5,2,28.25,9.64,,,,29-Sep,3-Dec-09
Discraft,Nuke,176,21.2,1.6,1.2,16.1,2.5,28.25,9.87,,,,27-Sep,31-Oct-09
"Hero Leports Co., Ltd.",Guardian,176.8,21.3,2.1,1.5,19.3,1,54.75,4.08,,,,26-Sep,30-Oct-09
Innova Champion Discs,Katana,176,21.2,1.8,1.2,16.3,2.5,26.25,10.32,,,,23-Sep,18-Oct-09
Innova Champion Discs,Mako,180.1,21.7,2.1,1.4,19.3,1.2,52.75,8.96,,,,22-Sep,18-Sep-09
MVP Disc Sports,Ion,174.3,21,1.9,1.6,18.8,1.1,62.5,2.83,,,,21-Sep,14-Sep-09
Discraft,Focus (Ace Race 2009),175.1,21.1,2.1,1.6,19.1,1,60.25,8.85,,,,20-Sep,9-Sep-09
CHING Sports,Power Precision,176.8,21.3,2.2,1.4,18.7,1.3,48.25,8.05,,,,19-Sep,4-Aug-09
Latitude 64,Blitz,176,21.2,1.6,1.2,16.8,2.2,30.5,9.19,,,,18-Sep,21-Jul-09
Discraft,Ringer,174.3,21,1.8,1.2,19.2,0.9,67.75,6.12,,,,16-Sep,17-Jun-09
Discraft,Stalker,179.3,21.6,1.6,1.2,18.4,1.6,32.5,8.51,,,,17-Sep,17-Jun-09
Gateway Disc Sports,Apache (retooled),176.8,21.3,1.8,1.2,17.4,1.9,28.5,4.76,,,,15-Sep,16-Apr-09
Gateway Disc Sports,Savage,176.8,21.3,1.8,1.2,17.4,1.9,30,5.33,,,,14-Sep,16-Apr-09
Latitude 64,Pure,176,21.2,1.8,1.4,19.2,1,48.25,6.69,,,,13-Sep,13-Apr-09
Disc Golf Association,Aftershock (D-Line),178.5,21.5,2.1,1.2,18.9,1.3,38,7.6,,,,11-Sep,9-Apr-09
Disc Golf Association,Sparkle Reef,176,21.2,2.1,1.4,19.2,1,49.25,5.1,,,,12-Sep,9-Apr-09
Gateway Disc Sports,Voodoo,175.1,21.1,2.1,1.6,19.1,1,62,3.52,,,,10-Sep,31-Mar-09
Lightning Discs,Maxline -- 1,176.8,21.3,1.7,1.1,17.1,2.1,33.25,7.03,,,,8-Sep,27-Feb-09
Disc Golf Association,Aftershock,178.5,21.5,2,1.2,18.9,1.3,38,7.82,,,,6-Sep,26-Feb-09
Disc Golf Association,Sparkle Aftershock,179.3,21.6,2,1.2,19,1.3,38,7.26,,,,7-Sep,26-Feb-09
Innova Champion Discs,Dart,176,21.2,2.2,1.4,18.8,1.2,38,5.1,,,,5-Sep,18-Feb-09
Vibram Disc Golf,Summit,175.1,21.1,1.9,1.2,19.2,0.9,61.25,0.56,,,,4-Sep,28-Jan-09
CHING Sports,Ching Big Heavy,200,26.4,3.7,2.1,24.9,0.7,104,8.5,Super Class & Vintage Class,176.9,,3-Sep,19-Jan-09
CHING Sports,Ching Ultimate,200,26.6,3.6,2.1,25.1,0.7,104,6.58,Super Class & Vintage Class,178.2,,2-Sep,19-Jan-09
Vibram Disc Golf,V.P.,175.1,21.1,2,1.6,19.1,0.9,66.75,4.76,,,,1-Sep,19-Jan-09
Disc Golf Association,Blowfly II,180.1,21.7,2.3,1.7,18.9,1.4,46.6,1.13,,,,Aug-38,21-Dec-08
Disc Golf Association,Tsunami (D-Line),176,21.2,1.8,1.2,17.5,1.9,26.5,12.13,,,,Aug-39,21-Dec-08
Innova Champion Discs,Groove,175.1,21.1,1.7,1.2,16.3,2.4,28,10.21,,,,Aug-37,5-Dec-08
Discraft,Nebula (Ace Race 2008),176.8,21.3,2,1.3,18.7,1.3,44.5,7.03,,,,Aug-36,26-Nov-08
Latitude 64,Trident,177.6,21.4,1.4,1.1,17.6,1.9,36.75,11.11,,,,Aug-34,25-Nov-08
Latitude 64,XXX,178.5,21.5,1.5,1.1,17.5,2,32.5,12.02,,,,Aug-33,21-Nov-08
Latitude 64,Striker,177.6,21.4,1.6,1.2,17.6,1.9,29,11.68,,,,Aug-32,12-Nov-08
Latitude 64,Riot,176,21.2,1.9,1.2,16.8,2.2,30,8.73,,,,30-Aug,30-Aug-08
Discmania,"DD (Hysteria, Distance Driver)",175.1,21.1,1.6,1.2,16.7,2.2,30.25,9.19,,,,29-Aug,26-Aug-08
Innova Champion Discs,Boss,176,21.2,1.5,1.2,16.2,2.5,26,7.6,,,,28-Aug,26-Aug-08
"Wham-O, Inc.",S Driver,175.1,21.1,1.6,1.2,17.1,2,26,8.62,,,,26-Aug,23-Jul-08
"Discwing, Ltd.",Crosshair,176,21.2,1.9,1.4,19.4,0.9,59.75,6.69,,,,24-Aug,11-Jul-08
"Discwing, Ltd.",Quarter K II,174.3,21,1.8,1.1,16.8,2.1,28,7.6,,,,23-Aug,11-Jul-08
"Discwing, Ltd.",Transcend,176,21.2,1.9,1.3,19.4,0.9,47.5,4.99,,,,25-Aug,11-Jul-08
CHING Sports,Power Genesis,176,21.2,1.5,1.2,16.8,2.2,27.5,6.12,,,,21-Aug,2-Jul-08
Discmania,"PD (Freak, Power Driver)",175.1,21.1,1.7,1.2,17.3,1.9,28.25,11.11,,,,22-Aug,2-Jul-08
Innova Champion Discs,Monarch,175.1,21.1,1.6,1.2,17,2.1,30.75,10.21,,,,20-Aug,2-Jun-08
Innova Champion Discs,Pulsar,200,27.5,3.3,2,26,0.8,93.5,9.19,Super Class & Vintage Class,184.3,,19-Aug,2-Jun-08
Discraft,Zone,175.1,21.1,2,1.3,18.8,1.2,46,10.55,,,,18-Aug,28-May-08
Innova Champion Discs,Pig,176,21.2,2.1,1.4,18.4,1.4,57.5,9.64,,,,17-Aug,20-May-08
Latitude 64,Core,180.1,21.7,2,1.2,18.9,1.4,48,8.5,,,,16-Aug,18-Mar-08
CHING Sports,Power Celerity,176,21.2,1.5,1.2,17.3,1.9,29.25,8.5,,,,15-Aug,13-Mar-08
CHING Sports,Power Juju,176,21.2,2.5,1.5,19.5,0.9,71.5,4.2,,,,10-Aug,13-Mar-08
CHING Sports,Power Prodigy,176.8,21.3,1.6,1.2,17.4,1.9,28,9.3,,,,12-Aug,13-Mar-08
CHING Sports,Power Velocity,176.8,21.3,1.5,1.2,17.4,1.9,29.25,8.5,,,,13-Aug,13-Mar-08
CHING Sports,Supreme Celerity,176.8,21.3,1.6,1.2,17.4,1.9,29.25,5.1,,,,14-Aug,13-Mar-08
CHING Sports,Supreme Prodigy,176,21.2,1.6,1.2,17.4,1.9,28,7.94,,,,11-Aug,13-Mar-08
Innova Champion Discs,XCaliber,175.1,21.1,1.6,1.2,16.4,2.3,29.5,8.85,,,,9-Aug,13-Mar-08
Discraft,Avenger-SS,177.6,21.4,1.8,1.2,17.6,1.9,29.25,11,,,,4-Aug,21-Feb-08
Discraft,Buzzz-SS,179.3,21.6,2.1,1.3,19,1.3,43.5,9.87,,,,6-Aug,21-Feb-08
Discraft,Buzzz-GT,178.5,21.5,1.7,1.3,19,1.3,44,12.02,,,,7-Aug,21-Feb-08
Discraft,Force,175.1,21.1,1.7,1.2,16.5,2.3,26,11.79,,,,8-Aug,21-Feb-08
Discraft,Surge-SS,175.1,21.1,1.6,1.2,16.8,2.1,29.25,7.48,,,,5-Aug,21-Feb-08
Snap Discsports,Helios,180.1,21.7,1.6,1.2,17,2.3,28.5,11.79,,,,3-Aug,15-Jan-08
Gateway Disc Sports,Assassin,174.3,21,1.9,1.1,17.2,1.9,34.5,10.77,,,,2-Aug,4-Jan-08
Gateway Disc Sports,Magic,174.3,21,2.1,1.5,19,1,54,4.54,,,,1-Aug,4-Jan-08
Disc Golf Association,Reef (Atlantis),176,21.2,2.1,1.4,19.4,0.9,49.25,7.03,,,,Jul-49,10-Dec-07
Disc Golf Association,Shockwave,178.5,21.5,2.2,1.3,18.9,1.3,47.75,7.6,,,,Jul-47,29-Oct-07
Discraft,Impact (Ace Race 2007),179.3,21.6,2,1.3,19,1.3,33.75,5.78,,,,Jul-46,26-Oct-07
Quest Applied Technologies,Double D,175.1,21.1,1.9,1.1,15.9,2.6,28.75,8.39,,,,Jul-45,22-Oct-07
Gateway Disc Sports,Blast DT,176.8,21.3,1.6,1.1,17,2.1,27.75,9.19,,,,Jul-44,21-Sep-07
Disc Golf Association,Titanic,175.1,21.1,2.2,1.5,19.1,1,63.5,7.03,,,,Jul-42,19-Sep-07
Innova Champion Discs,Sonic,179.3,21.6,2.3,1.6,20.4,0.6,82,3.97,Vintage Class,144.7,,Jul-43,19-Sep-07
CHING Sports,Prodigy,176.8,21.3,1.5,1.2,17.5,1.9,28,9.16,,,,Jul-48,15-Jul-07
"Wham-O, Inc.",Pluto Platter,193.4,23.3,3,1.4,21.9,0.7,77.5,1.7,Vintage Class,156.1,,Jul-39,10-Jul-07
"Wham-O, Inc.",Superturn Driver,174.3,21,2,1.2,17.5,1.7,29.5,10.21,,,,Jul-40,10-Jul-07
Innova Champion Discs,Destroyer,175.1,21.1,1.4,1.2,16.7,2.2,30.5,10.66,,,,Jul-38,26-Jun-07
RPM Discs/Disc Golf Aotearoa,"Piwakawaka (MR1, originally Arcturus)",180.9,21.8,2,1.2,19.2,1.3,38.25,3.86,,,,Jul-37,22-Jun-07
RPM Discs/Disc Golf Aotearoa,Rippa (DGR1),187.6,22.6,2.5,1.6,21.3,0.7,90,3.52,Vintage Class,151.4,,Jul-36,22-Jun-07
Innova Champion Discs,Starfire L (SL),175.1,21.1,1.7,1.1,17.1,2,29,9.41,,,,Jul-35,21-Jun-07
Daredevil Discs,Caribou,180.9,21.8,2.1,1.3,19.3,1.3,40.75,7.14,,,,Jul-33,12-Jun-07
Daredevil Discs,Grizzly,181.8,21.9,2,1.3,19.3,1.3,42.25,6.92,,,,31-Jul,12-Jun-07
Daredevil Discs,Moose,180.9,21.8,2.1,1.3,19.3,1.3,41,4.31,,,,Jul-32,12-Jun-07
Daredevil Discs,Polar Bear,176,21.2,2,1.5,19.3,1,62.5,4.2,,,,30-Jul,12-Jun-07
Quest Applied Technologies,Rock-It,176.8,21.3,1.8,1.3,18.8,1.3,54.75,4.08,,,,29-Jul,12-Jun-07
Innova Champion Discs,Gremlin,176,21.2,1.8,1.2,18.5,1.4,45.25,9.75,,,,28-Jul,5-Jun-07
Quest Applied Technologies,T-Bone,176,21.2,1.6,1.2,17.4,1.9,35.75,6.35,,,,26-Jul,18-May-07
Quest Applied Technologies,100 Meter Lazer,176,21.2,1.4,1.1,17,2.1,26.5,3.4,,,,25-Jul,3-May-07
"Wham-O, Inc.",Mid Range Approach,179.3,21.6,2.2,1.3,19.2,1.2,39.25,11.68,,,,23-Jul,11-Apr-07
"Wham-O, Inc.",Turnover Driver,180.1,21.7,2.1,1.1,19.2,1.2,36,10.09,,,,24-Jul,11-Apr-07
Gateway Disc Sports,Diablo DT,179.3,21.6,1.3,1.1,17.2,2.2,26.75,9.64,,,,22-Jul,29-Mar-07
Latitude 64,Spike,176,21.2,1.8,1.3,19.2,1,56.25,4.65,,,,21-Jul,25-Mar-07
